Date,Product_Name,Category,Units_Sold,Inventory_Level,Price,Promotion,Supplier,Lead_Time,Revenue
2024-06-10,Toothpaste,Personal Care,37,46,1353.91,No,Smart Wholesale,9,50094.67
2024-09-18,Coffee,Groceries,41,378,1040.8,No,Smart Wholesale,10,42672.8
2024-03-11,Printer,Electronics,56,63,1636.32,Yes,Global Traders,12,91633.92
2023-09-19,Hair Oil,Personal Care,44,198,1262.13,No,ABC Suppliers,6,55533.72
2023-08-07,Tea,Groceries,46,446,1891.29,Yes,ABC Suppliers,3,86999.34
2024-05-04,Camera,Electronics,71,193,423.15,Yes,Smart Wholesale,9,30043.65
2024-06-29,Coffee,Groceries,57,40,919.12,No,Smart Wholesale,4,52389.84
2023-09-24,Deodorant,Personal Care,50,140,1561.67,No,Prime Distribution,3,78083.5
2024-06-05,Juice,Groceries,54,191,624.99,No,Nova Supply,5,33749.46
2023-12-25,Keyboard,Electronics,66,222,1491.24,No,Nova Supply,15,98421.84
2024-06-04,Shampoo,Personal Care,70,430,1663.5,No,ABC Suppliers,15,116445.0
2023-07-14,Rice,Groceries,46,463,749.85,Yes,Prime Distribution,3,34493.1
2024-11-15,Shampoo,Personal Care,60,146,990.46,Yes,Nova Supply,11,59427.6
2024-11-06,Shampoo,Personal Care,64,119,810.68,Yes,Global Traders,8,51883.52
2023-11-18,Soap,Personal Care,56,325,549.42,Yes,ABC Suppliers,11,30767.52
2024-09-04,Printer,Electronics,49,413,371.24,No,Global Traders,12,18190.76
2023-02-09,Deodorant,Personal Care,36,209,143.39,Yes,Smart Wholesale,3,5162.04
2024-02-06,Camera,Electronics,26,187,1876.28,Yes,Nova Supply,10,48783.28
2023-03-14,Headphones,Electronics,37,450,1273.18,No,Prime Distribution,9,47107.66
2023-01-06,Laptop,Electronics,47,125,770.19,Yes,Smart Wholesale,7,36198.93
2023-08-14,Mouse,Electronics,26,286,164.34,No,Smart Wholesale,3,4272.84
2024-11-13,Tea,Groceries,69,212,1717.56,No,Global Traders,11,118511.64
2023-04-27,Hair Oil,Personal Care,21,472,1265.48,No,Global Traders,14,26575.08
2024-06-03,Tablet,Electronics,45,444,1465.59,No,Smart Wholesale,5,65951.55
2023-11-06,Rice,Groceries,52,254,1044.1,Yes,Prime Distribution,15,54293.2
2023-08-26,Soap,Personal Care,27,192,652.03,No,Prime Distribution,3,17604.81
2023-01-23,Milk,Groceries,40,187,131.77,Yes,Smart Wholesale,7,5270.8
2024-01-27,Laptop,Electronics,39,128,1636.67,No,ABC Suppliers,8,63830.13
2023-01-05,Eggs,Groceries,43,305,923.89,Yes,Prime Distribution,14,39727.27
2024-11-14,Milk,Groceries,66,402,1466.66,Yes,Nova Supply,15,96799.56
2023-03-24,Conditioner,Personal Care,37,382,366.71,No,Prime Distribution,13,13568.27
2023-07-20,Milk,Groceries,54,361,379.39,Yes,Smart Wholesale,15,20487.06
2023-01-03,Soap,Personal Care,34,147,1910.93,No,Prime Distribution,14,64971.62
2023-03-27,Bread,Groceries,42,121,266.96,No,Global Traders,4,11212.32
2024-06-30,Shampoo,Personal Care,54,141,156.48,Yes,Smart Wholesale,6,8449.92
2024-11-21,Monitor,Electronics,64,201,1052.62,No,Prime Distribution,4,67367.68
2023-07-20,Phone,Electronics,57,159,664.31,No,Nova Supply,4,37865.67
2024-11-03,Conditioner,Personal Care,81,146,266.98,No,Prime Distribution,4,21625.38
2023-05-15,Bread,Groceries,48,46,244.16,No,Global Traders,4,11719.68
2024-03-09,Hair Oil,Personal Care,40,450,1018.07,No,ABC Suppliers,13,40722.8
2023-07-12,Eggs,Groceries,47,72,1664.9,No,Smart Wholesale,6,78250.3
2023-12-24,Juice,Groceries,64,192,1141.93,No,Prime Distribution,8,73083.52
2023-12-23,Camera,Electronics,61,197,678.78,Yes,Nova Supply,2,41405.58
2024-06-09,Juice,Groceries,57,94,875.47,No,ABC Suppliers,15,49901.79
2024-01-01,Sugar,Groceries,37,397,203.52,No,Nova Supply,5,7530.24
2023-01-28,Perfume,Personal Care,53,244,1384.56,Yes,Nova Supply,10,73381.68
2024-03-02,Lotion,Personal Care,50,205,593.75,No,Global Traders,14,29687.5
2023-11-10,Sanitizer,Personal Care,60,119,775.84,Yes,Smart Wholesale,3,46550.4
2024-07-23,Deodorant,Personal Care,51,242,522.74,No,Prime Distribution,7,26659.74
2024-10-14,Rice,Groceries,47,60,821.57,Yes,Prime Distribution,8,38613.79
2023-11-21,Face Wash,Personal Care,71,222,740.45,Yes,Nova Supply,13,52571.95
2024-04-21,Speaker,Electronics,56,380,866.91,Yes,ABC Suppliers,7,48546.96
2024-05-09,Eggs,Groceries,26,184,531.15,Yes,Smart Wholesale,7,13809.9
2024-06-13,Rice,Groceries,45,124,274.36,No,Nova Supply,2,12346.2
2024-02-13,Eggs,Groceries,51,237,1476.09,No,Global Traders,15,75280.59
2024-11-25,Face Wash,Personal Care,53,53,1213.0,No,Nova Supply,2,64289.0
2024-04-21,Bread,Groceries,41,128,992.79,Yes,Nova Supply,3,40704.39
2023-08-10,Monitor,Electronics,46,499,837.35,No,Global Traders,8,38518.1
2023-01-10,Printer,Electronics,38,452,454.45,No,Global Traders,7,17269.1
2023-04-20,Printer,Electronics,40,133,1542.95,No,Prime Distribution,9,61718.0
2024-06-29,Phone,Electronics,56,152,908.89,Yes,Prime Distribution,12,50897.84
2024-12-04,Sanitizer,Personal Care,67,90,275.5,No,Smart Wholesale,12,18458.5
2024-02-05,Lotion,Personal Care,34,80,1389.73,No,Nova Supply,9,47250.82
2023-11-23,Eggs,Groceries,64,62,1621.86,Yes,Smart Wholesale,15,103799.04
2023-12-16,Mouse,Electronics,68,221,741.12,Yes,ABC Suppliers,15,50396.16
2024-01-29,Bread,Groceries,56,138,955.91,Yes,Smart Wholesale,8,53530.96
2024-11-13,Conditioner,Personal Care,79,181,1607.05,Yes,Smart Wholesale,2,126956.95
2023-05-19,Milk,Groceries,42,337,651.9,No,Global Traders,6,27379.8
2023-05-23,Juice,Groceries,42,462,1090.98,Yes,Prime Distribution,15,45821.16
2024-02-29,Lotion,Personal Care,26,378,1512.07,Yes,ABC Suppliers,7,39313.82
2023-01-02,Bread,Groceries,49,411,1868.71,Yes,Smart Wholesale,3,91566.79
2024-03-22,Monitor,Electronics,30,411,1264.79,Yes,Global Traders,15,37943.7
2024-06-24,Butter,Groceries,48,180,1133.6,No,Smart Wholesale,2,54412.8
2023-10-01,Toothpaste,Personal Care,28,320,1315.05,No,Prime Distribution,13,36821.4
2023-06-15,Sugar,Groceries,63,475,1273.64,No,Nova Supply,4,80239.32
2024-10-06,Coffee,Groceries,36,467,818.49,No,Global Traders,9,29465.64
2023-04-03,Hair Oil,Personal Care,40,71,1292.0,Yes,Nova Supply,8,51680.0
2023-11-27,Printer,Electronics,79,222,278.07,No,Prime Distribution,10,21967.53
2024-09-21,Sanitizer,Personal Care,24,160,832.76,Yes,Smart Wholesale,2,19986.24
2024-04-13,Headphones,Electronics,38,458,543.78,No,Smart Wholesale,5,20663.64
2023-06-04,Perfume,Personal Care,46,409,1349.54,No,Prime Distribution,14,62078.84
2024-04-05,Face Wash,Personal Care,37,365,1012.62,No,Global Traders,3,37466.94
2023-08-02,Printer,Electronics,56,134,849.11,Yes,ABC Suppliers,7,47550.16
2024-05-16,Face Wash,Personal Care,38,304,1720.92,No,Prime Distribution,6,65394.96
2024-09-18,Toothpaste,Personal Care,26,64,852.8,Yes,Nova Supply,8,22172.8
2024-10-19,Speaker,Electronics,32,319,1100.69,Yes,Smart Wholesale,9,35222.08
2023-02-17,Deodorant,Personal Care,42,237,34.25,No,Prime Distribution,11,1438.5
2024-11-14,Printer,Electronics,68,200,60.93,No,ABC Suppliers,3,4143.24
2024-03-22,Bread,Groceries,34,75,927.9,Yes,Smart Wholesale,11,31548.6
2023-09-28,Phone,Electronics,50,221,1965.04,Yes,Smart Wholesale,11,98252.0
2023-03-04,Lotion,Personal Care,35,198,307.15,No,Nova Supply,12,10750.25
2023-02-05,Speaker,Electronics,51,474,1534.01,Yes,Prime Distribution,9,78234.51
2023-03-09,Keyboard,Electronics,27,78,547.64,No,Nova Supply,15,14786.28
2024-04-18,Camera,Electronics,1,275,409.07,Yes,Prime Distribution,12,409.07
2023-05-21,Shampoo,Personal Care,50,133,84.52,Yes,Nova Supply,11,4226.0
2023-05-02,Tablet,Electronics,27,382,1931.42,Yes,Global Traders,11,52148.34
2024-11-19,Milk,Groceries,62,155,1241.88,Yes,Smart Wholesale,12,76996.56
2023-09-08,Butter,Groceries,33,350,1639.26,Yes,Global Traders,10,54095.58
2023-12-29,Deodorant,Personal Care,73,429,1461.31,No,Nova Supply,8,106675.63
2024-07-14,Toothpaste,Personal Care,58,291,273.76,No,Prime Distribution,3,15878.08
2024-02-06,Butter,Groceries,49,110,754.14,No,Prime Distribution,13,36952.86
2023-06-24,Shampoo,Personal Care,46,284,38.38,No,Prime Distribution,5,1765.48
2024-07-21,Shampoo,Personal Care,53,310,1269.16,Yes,Nova Supply,5,67265.48
2024-04-13,Lotion,Personal Care,37,213,1956.91,Yes,Nova Supply,12,72405.67
2023-06-25,Sanitizer,Personal Care,48,258,1662.75,No,Global Traders,2,79812.0
2024-07-30,Conditioner,Personal Care,48,325,1307.5,No,Prime Distribution,13,62760.0
2024-02-01,Face Wash,Personal Care,47,200,1245.45,No,ABC Suppliers,13,58536.15
2024-08-04,Soap,Personal Care,40,93,344.78,Yes,Nova Supply,9,13791.2
2024-10-23,Cheese,Groceries,41,268,1620.74,Yes,Smart Wholesale,13,66450.34
2024-11-08,Milk,Groceries,54,319,1527.61,Yes,Smart Wholesale,6,82490.94
2023-12-01,Mouse,Electronics,51,344,1642.28,No,ABC Suppliers,14,83756.28
2024-10-10,Keyboard,Electronics,26,102,1411.63,No,Smart Wholesale,8,36702.38
2023-05-03,Rice,Groceries,38,320,844.71,No,Prime Distribution,2,32098.98
2023-09-07,Bread,Groceries,47,382,1821.34,Yes,Nova Supply,6,85602.98
2023-12-21,Face Wash,Personal Care,48,403,1133.03,Yes,ABC Suppliers,8,54385.44
2023-07-07,Juice,Groceries,46,169,253.87,Yes,Global Traders,11,11678.02
2023-07-16,Camera,Electronics,79,249,139.73,Yes,Nova Supply,8,11038.67
2024-08-29,Sanitizer,Personal Care,38,177,330.13,Yes,Global Traders,9,12544.94
2023-10-04,Keyboard,Electronics,42,51,622.71,Yes,Global Traders,4,26153.82
2023-12-17,Monitor,Electronics,63,317,836.54,No,Prime Distribution,7,52702.02
2024-11-24,Keyboard,Electronics,56,100,1668.84,No,ABC Suppliers,15,93455.04
2024-03-25,Hair Oil,Personal Care,30,141,1798.35,Yes,Nova Supply,9,53950.5
2023-06-03,Juice,Groceries,61,494,19.64,Yes,Prime Distribution,14,1198.04
2024-10-23,Shampoo,Personal Care,9,80,1005.18,Yes,Prime Distribution,11,9046.62
2024-04-14,Perfume,Personal Care,52,372,365.55,No,Smart Wholesale,13,19008.6
2024-10-28,Butter,Groceries,36,187,1239.69,Yes,ABC Suppliers,8,44628.84
2023-10-01,Hair Oil,Personal Care,43,278,1069.3,No,Global Traders,9,45979.9
2024-06-15,Toothpaste,Personal Care,49,234,155.69,Yes,Nova Supply,5,7628.81
2023-10-04,Sanitizer,Personal Care,43,141,1254.4,No,ABC Suppliers,7,53939.2
2024-08-06,Printer,Electronics,43,333,1071.25,No,Smart Wholesale,13,46063.75
2024-02-12,Milk,Groceries,37,414,1784.01,No,Global Traders,6,66008.37
2023-09-09,Speaker,Electronics,48,328,1911.03,Yes,Smart Wholesale,12,91729.44
2023-02-10,Soap,Personal Care,43,226,66.09,No,Prime Distribution,6,2841.87
2024-12-13,Butter,Groceries,74,360,223.69,No,ABC Suppliers,9,16553.06
2024-12-06,Tea,Groceries,57,331,255.68,No,ABC Suppliers,10,14573.76
2023-08-15,Keyboard,Electronics,19,61,359.14,Yes,Prime Distribution,9,6823.66
2023-03-17,Juice,Groceries,39,234,653.95,No,Prime Distribution,12,25504.05
2024-08-13,Headphones,Electronics,41,377,1564.56,Yes,Smart Wholesale,3,64146.96
2024-01-15,Headphones,Electronics,45,96,896.88,Yes,Global Traders,5,40359.6
2023-08-09,Printer,Electronics,49,294,89.38,Yes,ABC Suppliers,2,4379.62
2023-04-28,Camera,Electronics,13,286,502.38,No,Nova Supply,12,6530.94
2024-09-09,Toothpaste,Personal Care,19,93,536.6,No,ABC Suppliers,6,10195.4
2024-02-06,Tea,Groceries,35,466,1604.42,No,Nova Supply,7,56154.7
2023-08-04,Rice,Groceries,45,223,1490.58,No,Prime Distribution,14,67076.1
2023-01-14,Soap,Personal Care,32,248,109.97,No,ABC Suppliers,2,3519.04
2023-04-11,Tea,Groceries,43,290,738.24,No,Prime Distribution,12,31744.32
2023-10-27,Face Wash,Personal Care,29,237,827.84,Yes,Smart Wholesale,3,24007.36
2023-04-30,Butter,Groceries,40,84,1246.77,No,Smart Wholesale,2,49870.8
2024-08-08,Monitor,Electronics,46,306,575.12,Yes,Global Traders,15,26455.52
2023-05-06,Mouse,Electronics,40,199,1078.57,No,ABC Suppliers,10,43142.8
2024-02-10,Perfume,Personal Care,34,266,1902.79,Yes,ABC Suppliers,13,64694.86
2024-11-20,Tea,Groceries,61,341,1074.61,No,Smart Wholesale,3,65551.21
2024-06-16,Perfume,Personal Care,27,335,1473.24,No,ABC Suppliers,11,39777.48
2024-05-10,Headphones,Electronics,36,399,1970.27,No,Nova Supply,7,70929.72
2023-12-27,Monitor,Electronics,48,261,1041.8,No,Prime Distribution,14,50006.4
2023-08-20,Butter,Groceries,44,436,1148.05,No,Smart Wholesale,13,50514.2
2024-01-01,Speaker,Electronics,36,317,271.17,No,ABC Suppliers,14,9762.12
2024-07-06,Rice,Groceries,56,336,40.38,No,Nova Supply,5,2261.28
2023-03-30,Tablet,Electronics,44,369,447.01,No,Nova Supply,5,19668.44
2023-09-14,Phone,Electronics,23,227,604.01,No,Prime Distribution,3,13892.23
2024-08-19,Milk,Groceries,54,188,931.75,Yes,Smart Wholesale,2,50314.5
2023-12-27,Toothpaste,Personal Care,63,310,1871.37,No,Global Traders,8,117896.31
2023-06-25,Monitor,Electronics,48,98,317.61,No,Smart Wholesale,7,15245.28
2023-07-06,Juice,Groceries,47,114,250.71,No,Global Traders,9,11783.37
2023-07-18,Cheese,Groceries,51,418,1342.13,Yes,Prime Distribution,4,68448.63
2023-12-05,Sanitizer,Personal Care,63,479,932.45,Yes,Prime Distribution,9,58744.35
2023-07-16,Bread,Groceries,55,303,1661.14,Yes,Prime Distribution,10,91362.7
2023-10-08,Milk,Groceries,50,76,1376.87,Yes,Nova Supply,9,68843.5
2023-11-04,Face Wash,Personal Care,81,168,1449.96,No,Prime Distribution,7,117446.76
2023-12-18,Headphones,Electronics,48,482,1240.6,No,Nova Supply,8,59548.8
2024-09-29,Toothpaste,Personal Care,35,350,889.24,No,Smart Wholesale,9,31123.4
2023-05-22,Butter,Groceries,33,238,1735.89,Yes,Nova Supply,14,57284.37
2024-07-27,Tablet,Electronics,46,384,209.78,Yes,ABC Suppliers,7,9649.88
2024-07-21,Keyboard,Electronics,57,459,241.01,Yes,Prime Distribution,15,13737.57
2024-11-21,Camera,Electronics,55,236,318.42,No,ABC Suppliers,6,17513.1
2023-09-13,Cheese,Groceries,40,476,1532.5,Yes,Nova Supply,2,61300.0
2024-01-05,Speaker,Electronics,44,216,787.11,No,Global Traders,10,34632.84
2024-12-15,Milk,Groceries,71,314,1862.72,No,ABC Suppliers,4,132253.12
2023-02-01,Speaker,Electronics,38,276,1017.45,Yes,Nova Supply,14,38663.1
2023-09-07,Lotion,Personal Care,45,48,773.85,Yes,Nova Supply,14,34823.25
2024-02-23,Headphones,Electronics,38,282,1494.64,No,ABC Suppliers,11,56796.32
2024-10-05,Shampoo,Personal Care,50,268,1780.26,No,Smart Wholesale,12,89013.0
2024-04-09,Laptop,Electronics,58,322,1900.27,Yes,Prime Distribution,4,110215.66
2023-12-03,Cheese,Groceries,63,77,1902.5,No,Smart Wholesale,11,119857.5
2024-07-25,Coffee,Groceries,61,479,218.95,No,Nova Supply,9,13355.95
2023-09-15,Tea,Groceries,45,147,1953.83,Yes,Prime Distribution,11,87922.35
2024-03-30,Bread,Groceries,32,178,1739.17,No,Prime Distribution,5,55653.44
2024-07-14,Monitor,Electronics,30,113,549.49,Yes,Smart Wholesale,12,16484.7
2024-12-19,Tea,Groceries,48,217,1995.79,No,ABC Suppliers,8,95797.92
2023-05-24,Shampoo,Personal Care,26,161,1094.76,Yes,Prime Distribution,4,28463.76
2024-07-20,Camera,Electronics,69,468,1497.24,Yes,Nova Supply,15,103309.56
2024-01-24,Perfume,Personal Care,46,408,1106.06,No,Smart Wholesale,2,50878.76
2024-12-12,Juice,Groceries,41,365,879.06,Yes,Nova Supply,2,36041.46
2024-06-07,Coffee,Groceries,52,114,1587.77,No,Prime Distribution,3,82564.04
2024-09-16,Rice,Groceries,54,422,1038.76,Yes,Global Traders,7,56093.04
2024-01-30,Soap,Personal Care,27,235,1009.73,No,Nova Supply,5,27262.71
2023-01-06,Keyboard,Electronics,25,392,1101.22,Yes,ABC Suppliers,14,27530.5
2024-03-13,Phone,Electronics,24,462,220.75,Yes,Global Traders,9,5298.0
2024-10-22,Deodorant,Personal Care,46,427,1480.93,Yes,Prime Distribution,6,68122.78
2024-04-23,Soap,Personal Care,52,277,1885.42,No,ABC Suppliers,2,98041.84
2023-05-26,Toothpaste,Personal Care,47,77,813.18,No,Smart Wholesale,13,38219.46
2024-09-16,Juice,Groceries,37,429,1011.17,No,Global Traders,11,37413.29
2023-04-25,Camera,Electronics,19,400,1361.75,No,Prime Distribution,14,25873.25
2024-08-12,Juice,Groceries,62,279,1718.39,Yes,Smart Wholesale,11,106540.18
2024-06-08,Printer,Electronics,73,66,1207.02,No,Prime Distribution,2,88112.46
2023-03-01,Deodorant,Personal Care,43,96,550.59,No,ABC Suppliers,2,23675.37
2024-03-09,Speaker,Electronics,39,156,906.55,Yes,ABC Suppliers,11,35355.45
2024-03-28,Rice,Groceries,36,341,870.13,No,Nova Supply,14,31324.68
2023-01-06,Speaker,Electronics,21,99,1019.02,No,Prime Distribution,4,21399.42
2024-03-15,Toothpaste,Personal Care,45,166,640.86,Yes,ABC Suppliers,7,28838.7
2024-11-27,Camera,Electronics,70,157,303.48,No,Global Traders,10,21243.6
2023-03-22,Deodorant,Personal Care,34,286,1427.48,No,ABC Suppliers,9,48534.32
2023-06-30,Speaker,Electronics,46,127,1525.05,Yes,Smart Wholesale,14,70152.3
2023-07-19,Monitor,Electronics,65,187,807.81,No,Global Traders,4,52507.65
2024-04-22,Eggs,Groceries,27,423,299.9,No,ABC Suppliers,2,8097.3
2024-11-20,Cheese,Groceries,83,215,1245.48,No,Global Traders,10,103374.84
2023-06-30,Printer,Electronics,54,399,91.52,Yes,Global Traders,9,4942.08
2023-10-01,Sugar,Groceries,52,101,1402.86,No,Smart Wholesale,12,72948.72
2024-02-14,Lotion,Personal Care,36,96,1195.35,Yes,Prime Distribution,3,43032.6
2024-12-13,Face Wash,Personal Care,48,325,1861.55,No,Prime Distribution,9,89354.4
2024-10-28,Sanitizer,Personal Care,59,265,454.96,No,Smart Wholesale,10,26842.64
2023-10-03,Conditioner,Personal Care,34,173,724.54,No,ABC Suppliers,8,24634.36
2023-04-19,Shampoo,Personal Care,39,90,1661.91,No,Nova Supply,14,64814.49
2023-05-18,Monitor,Electronics,54,346,994.18,No,ABC Suppliers,6,53685.72
2023-10-21,Tea,Groceries,29,199,307.78,No,Smart Wholesale,8,8925.62
2023-08-15,Laptop,Electronics,33,299,1622.98,No,Nova Supply,10,53558.34
2024-03-30,Keyboard,Electronics,55,223,1095.78,Yes,Global Traders,7,60267.9
2024-08-18,Printer,Electronics,27,275,66.37,Yes,ABC Suppliers,3,1791.99
2023-01-26,Lotion,Personal Care,42,326,1208.53,Yes,Global Traders,12,50758.26
2023-04-11,Lotion,Personal Care,40,366,1399.11,Yes,Smart Wholesale,4,55964.4
2023-01-27,Cheese,Groceries,39,484,299.61,Yes,ABC Suppliers,7,11684.79
2023-07-26,Milk,Groceries,54,272,502.86,No,Smart Wholesale,11,27154.44
2023-12-30,Milk,Groceries,65,466,491.65,No,Nova Supply,8,31957.25
2023-02-10,Laptop,Electronics,50,260,828.72,No,Global Traders,15,41436.0
2024-07-29,Coffee,Groceries,55,482,1677.87,No,Global Traders,13,92282.85
2024-05-28,Phone,Electronics,24,381,1305.66,No,Smart Wholesale,14,31335.84
2024-03-30,Lotion,Personal Care,50,181,1368.51,Yes,Nova Supply,6,68425.5
2024-12-28,Tea,Groceries,75,55,116.93,Yes,Prime Distribution,15,8769.75
2024-10-11,Printer,Electronics,60,381,1374.78,Yes,Smart Wholesale,8,82486.8
2023-10-20,Juice,Groceries,33,94,546.62,Yes,ABC Suppliers,9,18038.46
2023-07-14,Laptop,Electronics,56,130,1556.92,No,Smart Wholesale,14,87187.52
2023-02-12,Bread,Groceries,51,57,85.93,No,Smart Wholesale,13,4382.43
2024-06-03,Monitor,Electronics,47,46,781.98,Yes,ABC Suppliers,6,36753.06
2023-10-17,Mouse,Electronics,42,127,855.68,No,Prime Distribution,3,35938.56
2023-07-22,Soap,Personal Care,47,113,400.4,No,Nova Supply,12,18818.8
2023-09-24,Eggs,Groceries,45,220,1138.09,Yes,Global Traders,5,51214.05
2023-10-18,Tablet,Electronics,39,219,580.99,No,Smart Wholesale,3,22658.61
2023-10-07,Bread,Groceries,34,176,1663.61,No,Smart Wholesale,14,56562.74
2023-08-07,Perfume,Personal Care,54,395,1459.78,Yes,ABC Suppliers,14,78828.12
2024-12-16,Speaker,Electronics,69,182,1752.7,No,Smart Wholesale,15,120936.3
2024-10-02,Eggs,Groceries,53,66,806.88,No,ABC Suppliers,7,42764.64
2024-03-12,Conditioner,Personal Care,37,56,1417.76,Yes,Prime Distribution,15,52457.12
2024-12-18,Headphones,Electronics,62,138,568.4,Yes,Smart Wholesale,13,35240.8
2024-04-04,Tablet,Electronics,27,491,988.22,Yes,Smart Wholesale,13,26681.94
2024-07-17,Hair Oil,Personal Care,56,427,491.58,No,Smart Wholesale,5,27528.48
2024-12-01,Eggs,Groceries,58,81,647.38,Yes,Prime Distribution,2,37548.04
2024-12-17,Mouse,Electronics,64,461,793.41,Yes,Global Traders,6,50778.24
2024-01-21,Monitor,Electronics,34,442,1209.63,Yes,Prime Distribution,2,41127.42
2024-10-18,Headphones,Electronics,46,213,1939.05,No,Smart Wholesale,10,89196.3
2023-12-07,Shampoo,Personal Care,69,171,1325.14,Yes,ABC Suppliers,2,91434.66
2023-10-01,Milk,Groceries,35,201,1297.18,Yes,Nova Supply,15,45401.3
2024-12-28,Bread,Groceries,56,347,194.15,No,Prime Distribution,8,10872.4
2024-05-17,Deodorant,Personal Care,18,411,1750.31,Yes,Nova Supply,7,31505.58
2024-06-20,Speaker,Electronics,47,297,1086.1,Yes,Nova Supply,6,51046.7
2023-11-28,Shampoo,Personal Care,58,79,1347.45,Yes,Global Traders,12,78152.1
2024-07-15,Sugar,Groceries,57,83,998.34,No,Smart Wholesale,6,56905.38
2024-11-15,Face Wash,Personal Care,49,301,1613.18,No,Prime Distribution,12,79045.82
2023-04-26,Conditioner,Personal Care,37,342,363.49,Yes,ABC Suppliers,11,13449.13
2024-12-25,Mouse,Electronics,54,217,1786.56,Yes,Global Traders,3,96474.24
2024-06-16,Monitor,Electronics,36,76,1843.18,No,Prime Distribution,11,66354.48
2024-12-04,Cheese,Groceries,70,348,379.76,Yes,Global Traders,3,26583.2
2023-01-25,Laptop,Electronics,37,472,1556.62,Yes,Global Traders,13,57594.94
2024-01-12,Face Wash,Personal Care,37,174,1079.26,Yes,Prime Distribution,9,39932.62
2024-03-30,Shampoo,Personal Care,22,148,1449.53,No,ABC Suppliers,9,31889.66
2024-09-10,Speaker,Electronics,22,341,1069.02,Yes,Prime Distribution,5,23518.44
2023-12-04,Toothpaste,Personal Care,65,314,89.45,No,Smart Wholesale,15,5814.25
2023-03-17,Juice,Groceries,29,98,980.17,No,Smart Wholesale,11,28424.93
2023-11-17,Mouse,Electronics,74,380,1408.29,Yes,Nova Supply,4,104213.46
2024-04-05,Soap,Personal Care,30,435,1197.83,Yes,Nova Supply,5,35934.9
2023-02-24,Face Wash,Personal Care,35,307,1319.52,No,ABC Suppliers,6,46183.2
2024-06-19,Headphones,Electronics,52,263,1389.78,No,Prime Distribution,4,72268.56
2024-02-06,Lotion,Personal Care,48,258,1099.68,No,Nova Supply,4,52784.64
2024-08-10,Cheese,Groceries,51,415,970.29,Yes,ABC Suppliers,14,49484.79
2023-06-02,Perfume,Personal Care,44,240,224.75,Yes,ABC Suppliers,7,9889.0
2023-09-30,Toothpaste,Personal Care,51,292,1707.53,Yes,Smart Wholesale,6,87084.03
2024-09-11,Soap,Personal Care,39,397,915.57,No,Nova Supply,11,35707.23
2024-04-04,Mouse,Electronics,44,344,1438.69,Yes,Smart Wholesale,4,63302.36
2024-07-31,Sugar,Groceries,59,201,622.21,Yes,ABC Suppliers,15,36710.39
2023-06-06,Perfume,Personal Care,57,58,1176.86,No,Prime Distribution,10,67081.02
2023-12-31,Sugar,Groceries,81,285,848.52,Yes,Nova Supply,12,68730.12
2023-09-22,Milk,Groceries,39,373,1510.56,No,Prime Distribution,13,58911.84
2024-05-31,Rice,Groceries,20,293,896.41,Yes,Global Traders,5,17928.2
2024-05-30,Speaker,Electronics,40,211,943.08,No,Global Traders,7,37723.2
2023-05-14,Hair Oil,Personal Care,42,60,1682.95,No,ABC Suppliers,3,70683.9
2024-05-09,Soap,Personal Care,69,332,1078.13,No,ABC Suppliers,10,74390.97
2024-08-06,Deodorant,Personal Care,30,406,1550.38,No,Prime Distribution,14,46511.4
2023-02-21,Eggs,Groceries,41,484,229.08,Yes,ABC Suppliers,5,9392.28
2024-12-19,Keyboard,Electronics,73,226,1154.77,No,Prime Distribution,8,84298.21
2023-08-25,Juice,Groceries,37,272,743.42,No,ABC Suppliers,6,27506.54
2023-12-07,Conditioner,Personal Care,67,342,1956.17,No,Prime Distribution,5,131063.39
2023-10-10,Laptop,Electronics,31,262,1946.36,Yes,Smart Wholesale,6,60337.16
2024-03-01,Juice,Groceries,22,400,1355.95,Yes,Prime Distribution,10,29830.9
2024-04-22,Hair Oil,Personal Care,51,313,1668.48,Yes,Nova Supply,9,85092.48
2024-09-18,Toothpaste,Personal Care,48,425,1517.64,Yes,Smart Wholesale,5,72846.72
2024-12-08,Tea,Groceries,51,233,826.77,No,Prime Distribution,8,42165.27
2024-11-03,Keyboard,Electronics,58,345,1086.91,Yes,Smart Wholesale,13,63040.78
2024-11-04,Hair Oil,Personal Care,70,53,1918.55,Yes,Global Traders,11,134298.5
2023-01-01,Face Wash,Personal Care,29,200,1559.5,Yes,ABC Suppliers,10,45225.5
2023-06-20,Headphones,Electronics,56,377,987.25,No,Smart Wholesale,11,55286.0
2024-02-21,Camera,Electronics,47,57,483.89,No,Smart Wholesale,14,22742.83
2023-10-26,Soap,Personal Care,40,448,483.14,Yes,Smart Wholesale,12,19325.6
2023-07-23,Hair Oil,Personal Care,50,51,1927.56,No,Nova Supply,4,96378.0
2023-03-12,Bread,Groceries,53,321,286.22,Yes,Nova Supply,13,15169.66
2023-11-25,Shampoo,Personal Care,69,421,450.73,Yes,ABC Suppliers,8,31100.37
2023-02-22,Keyboard,Electronics,43,135,1903.03,No,Smart Wholesale,14,81830.29
2023-01-15,Sugar,Groceries,30,51,1483.76,No,Smart Wholesale,11,44512.8
2024-09-08,Sanitizer,Personal Care,34,228,399.23,No,Smart Wholesale,6,13573.82
2024-06-05,Mouse,Electronics,47,236,761.03,No,Global Traders,5,35768.41
